ItemID	Slot	Variant	PlayerSafe	Name
0x100F	Chest	yes	yes	Balder_Leather_Armor
0xC49	Chest	yes	yes	Balderinne_Fabric_Armor
0xFAC	Chest	yes	yes	Balindean_Leather_Armor
0xF5D	Gloves	yes	yes	Balindeuri_Leather_Gloves
0x108C	Gloves	yes	yes	Ballet_Leather_Gloves
0x1417	Other	no	yes	Balthazar_BackPack
0xEBE	Chest	yes	yes	Baltimer_Leather_Armor
0x15F4	Other	no	no	Balton_OneHandMace
0x1716	Other	no	no	Bamboo_TwoHandSpear
0x3F5	Other	no	no	Banana_Bread
0x1072	Boots	yes	yes	Bandit_Leather_Boots
0x1074	Boots	yes	yes	Bandit_Leather_Boots_II
0x10B8	Gloves	yes	yes	Bandit_Leather_Gloves_I
0x10BE	Gloves	yes	yes	Bandit_Leather_Gloves_II
0x10BF	Gloves	yes	yes	Bandit_Leather_Gloves_III
0xC57	Chest	yes	no	Baraccuro_Fabric_Armor
0xD07	Chest	yes	no	Baraoh_Fabric_Armor
0xCD3	Chest	yes	no	Baras_Fabric_Armor
0xBE5	Chest	yes	yes	Baratan_ChainMail_Armor
0xC55	Chest	yes	no	Baratum_Fabric_Armor
0x1071	Boots	yes	yes	Barbarian_Leather_Boots_II
0x10BD	Gloves	yes	yes	Barbarian_Leather_Gloves_I
0xFFA	Chest	yes	yes	Barbaros_Leather_Armor
0xD53	Chest	yes	yes	Barbaroy_Fabric_Armor
0xFFB	Chest	yes	yes	Barbaroy_Leather_Armor
0xC9E	Chest	yes	yes	Barch_Fabric_Armor
0xC95	Chest	yes	yes	Barcy_Fabric_Armor
0x1672	Other	no	yes	Baredin_OneHandBow
0xC94	Chest	yes	yes	Bareuan_Fabric_Armor
0xFF2	Chest	yes	no	Barioca_Leather_Armor
0xFCA	Chest	yes	no	Barisoka_Leather_Armor
0xC56	Chest	yes	no	Baritum_Fabric_Armor
0x379	Other	no	no	Barley
0xD4A	Chest	yes	yes	Barndid_Fabric_Armor
0xBF4	Boots	yes	yes	Barnia_ChainMail_Boots
0xCD0	Chest	yes	yes	Barnia_Fabric_Armor
0xDE5	Helm	yes	yes	Barnia_Fabric_Helm
0x171E	Other	no	no	barnia_Flag_I
0x1750	Other	no	no	barnia_Flag_II
0x10BC	Gloves	yes	yes	Barnia_Leather_Gloves
0xC5D	Chest	yes	yes	Barnia_Soldier_General_Fabric_Armor
0xC5E	Cloak	yes	yes	Barnia_Soldier_General_Fabric_Cloak
0x113A	Helm	yes	yes	Barnia_Soldier_General_PlateArmor_Helm
0xDAE	Boots	yes	no	Barrette_Fabric_Boots
0xFFF	Chest	yes	yes	Barrette_Leather_Armor
0x15D2	Other	no	no	Bastion_OneHandMace
0x1608	Other	no	no	Bastion_OneHandShield
0x11F8	Chest	yes	yes	Bastion_PlateArmor_Armor
0x100E	Chest	yes	yes	Batangka_Leather_Armor
0x35	Other	no	yes	BattleSticky_FlowerBomb
0x34	Other	no	yes	BattleStickyBomb
0xC96	Chest	yes	yes	Battmen_Fabric_Armor
0x15CB	Other	no	no	Batz_OneHandDagger
0x1186	Boots	yes	yes	Batz_Plate_Boots
0x1120	Gloves	yes	yes	Batz_PlateArmor_Gloves
0x1121	Gloves	yes	yes	Batz_PlateArmor_Gloves_I
0x139E	Chest	no	yes	Bayur_Fabric_Armor
0xE41	Boots	yes	yes	Bayur_Leather_Boots
0x1256	Helm	yes	yes	Bayur_PlateArmor_Helm
0x378	Other	no	no	Bean
0x1448	Other	no	no	Bear_BackPack
0x339	Other	no	no	Bear_Bile
0x13C2	Helm	no	yes	Bear_Chief_Leather_Helm
0x360	Other	no	no	Bear_Leather
0x13E5	Cloak	no	yes	Bear_Leather_cloak
0xBF6	Gloves	yes	yes	Beastman_ChainMail_Gloves
0xF9E	Chest	yes	yes	Beastman_Leather_Armor
0x1127	Helm	yes	yes	Beastman_PlateArmor_Helm
0x176C	Other	no	no	Beastman_TwoHandSword
0x1147	Chest	yes	yes	Becur_PlateArmor_Armor
0x45D	Other	no	no	Beef_Bone_Soup
0x40F	Other	no	no	Beef_Bone_Soup_Large
0x437	Other	no	no	Beef_Bone_Soup_Medium
0x3FC	Other	no	no	Beef_Bone_Soup_XLarge
0x1431	Other	no	yes	Beekeeping_BackPack
0x3F4	Other	no	no	Beer
0x65F	Other	no	no	BeggarLeader_FindPotion
0xFBE	Chest	yes	yes	Begill_Leather_Armor
0xED9	Boots	yes	yes	Begill_Leather_Boots
0x331	Other	no	no	Begonia
0x15B8	Other	no	no	Bekker_OneHandAxe
0x164B	Other	no	no	Bekker_OneHandSword
0x1444	Other	no	no	Bell_BackPack
0x33C	Other	no	no	Bell_Flower
0x1527	Helm	no	no	Bellac_HorseArmor_Helm
0x15F5	Other	no	no	Bellaon_OneHandMace
0x1357	Helm	no	yes	Beltran_PlateArmor_Helm
0xF2E	Boots	yes	yes	Belui_Leather_Boots
0x118F	Gloves	yes	yes	Belui_PlateArmor_Gloves
0x1136	Helm	yes	yes	Belui_PlateArmor_Helm
0xE32	Boots	yes	yes	Benberry_Leather_Boots
0xDFD	Chest	yes	yes	Benne_Leather_Armor
0xDC7	Helm	yes	yes	Beoneck_Fabric_Helm
0x13C3	Helm	no	yes	Beoneck_Leather_Helm
0xC3B	Chest	yes	yes	Beoratte_Fabric_Armor
0xFD8	Chest	yes	yes	Berenzard_Leather_Armor
0x15F1	Other	no	no	Bergam_OneHandMace
0x1135	Helm	yes	yes	Berin_PlateArmor_Helm
0x1499	Chest	yes	no	Berkei_HorseArmor_Armor
0x1529	Helm	no	no	Berkei_HorseArmor_Helm
0x1532	Other	no	no	Berkei_HorseArmor_Saddle
0x154C	Other	no	no	Berkei_HorseArmor_Stirrup
0xFF0	Chest	yes	yes	Berker_Leather_Armor
0xD54	Chest	yes	yes	Berkhia_Fabric_Armor
0xF55	Gloves	yes	yes	Berkhia_Leather_Gloves
0x1674	Other	no	yes	Berkhia_OneHandBow
0x1668	Other	no	no	Berkhia_OneHandTowerShield
0xFC7	Chest	yes	yes	Berlublean_Leather_Armor
0xEBA	Chest	yes	yes	Bernold_Leather_Armor
0x536	Other	no	no	Berry_Juice
0xC59	Chest	yes	yes	Bessenette_Fabric_Armor
0xE4A	Boots	yes	yes	Bessenette_Leather_Boots
0xDC2	Gloves	yes	yes	Bessenette_PlateArmor_Gloves
0x113C	Helm	yes	yes	Bessenette_PlateArmor_Helm
0x104D	Boots	yes	yes	Bethel_Leather_Boots
0xE39	Boots	yes	no	Betty_Leather_Boots
0xE5E	Gloves	yes	no	Betty_Leather_Gloves
0x115F	Chest	yes	yes	Beverly_PlateArmor_Armor
0x16D9	Other	no	no	Bhetert_TwoHandAxe
0x16CE	Other	no	no	Bhran_TwoHandAxe
0x112E	Helm	yes	yes	Bicornio_PlateArmor_Helm
0xE8E	Chest	yes	yes	Bierny_Leather_Armor
0x15B9	Other	no	yes	Big_Horn_Tiger_OneHandAxe
0xE83	Chest	yes	yes	Bildain_Leather_Armor_I
0x1474	Other	no	yes	Bilibili_Earring
0x1479	Chest	no	yes	Bilibili_Fabric_Armor
0x147A	Cloak	no	yes	Bilibili_Fabric_Cloak
0x147C	Helm	no	no	Bilibili_HorseArmor_Helm
0x147D	Other	no	no	Bilibili_HorseArmor_Saddle
0x147E	Other	no	no	Bilibili_HorseArmor_Stirrup
0x1477	Other	no	no	Bilibili_Lantern
0x1478	Helm	no	yes	Bilibili_Leather_Helm
0x1475	Other	no	yes	Bilibili_Necklace
0x147B	Other	no	no	Bilibili_OneHandShield
0x1476	Other	no	yes	Bilibili_Ring
0x1009	Chest	yes	yes	Binden_Leather_Armor
0x1258	Helm	yes	yes	Binder_PlateArmor_Helm
0x374	Other	no	no	Bird_Meat
0xFC0	Chest	yes	yes	Birdish_Leather_Armor
0xF85	Gloves	yes	yes	Birdish_Leather_Gloves
0xF69	Gloves	yes	yes	Biryghton_Leather_Gloves
0x15EA	Other	no	no	Biryghton_OneHandMace
0x16	Other	no	no	Bismuth_CannonBall_Errant
0x169F	Other	no	no	Bismuth_TwoHandCannon_I
0x16A8	Other	no	no	Bismuth_TwoHandSpear
0x353	Other	no	no	BismuthOre
0x8D3	Other	no	no	Black_Horse_Report
0xBD6	Other	no	yes	Black_Lion_Earring
0x172F	Other	no	no	Blackbear_Flag_I
0x1736	Other	no	no	Blackbear_Flag_II
0x1762	Other	no	no	Blackbear_Flag_IV
0xF82	Gloves	yes	yes	BlackBear_Leather_Gloves
0x380	Other	no	no	Blackberry
0x115D	Chest	yes	yes	Blackburn_PlateArmor_Armor
0x1619	Other	no	no	BlackOath_OneHandShield
0xC16	Chest	yes	yes	Blady_ChainMail_Armor
0x141	Other	no	yes	Blank_Book
0xE07	Chest	yes	yes	Bleann_Leather_Armor
0xEA8	Chest	yes	yes	Bleed_Alchemist_Fabric_Armor_I
0xDAC	Chest	yes	yes	Bleed_Bandits_Fabric_Armor
0xC5F	Cloak	yes	yes	Bleed_Bandits_Fabric_Cloak_II
0xED3	Chest	yes	yes	Bleed_Bandits_Leather_Armor
0xF8D	Gloves	yes	yes	Bleed_Bandits_Leather_Gloves
0x13F6	Other	no	yes	Bleed_Bomb_BackPack
0x1735	Other	no	no	Bleed_Flag_II
0x1737	Other	no	no	Bleed_Flag_III
0xFA3	Chest	yes	yes	Bloatte_Leather_Armor
0x150	Other	no	yes	BloodyFarmhouse_Book
0x100A	Chest	yes	yes	Blowin_Leather_Armor
0x381	Other	no	no	Blueberry
0x359	Other	no	no	BlueStone
0x1083	Gloves	yes	yes	Blyan_Leather_Gloves
0x142	Other	no	yes	BoardPaperBundle
0xEEB	Boots	yes	yes	Boboten_Leather_Boots
0x11B8	Chest	yes	yes	Bodin_PlateArmor_Armor
0x1095	Gloves	yes	yes	Bohen_Leather_Gloves
0x45E	Other	no	no	BoiledPork
0x410	Other	no	no	BoiledPork_Large
0x438	Other	no	no	BoiledPork_Medium
0x3FD	Other	no	no	BoiledPork_XLarge
0xF81	Gloves	yes	yes	Bolson_Leather_Gloves
0x1486	Chest	yes	yes	Bolton_PlateArmor_Armor
0x1487	Cloak	yes	yes	Bolton_PlateArmor_Cloak
0x122C	Helm	yes	yes	Bolton_PlateArmor_Helm
0xFD4	Chest	yes	yes	Bolzers_Leather_Armor
0x6	Other	no	no	Bomb_Arrow
0x33	Other	no	yes	Bomb_Smoke
0x13	Other	no	no	BombSpider_CannonBall
0x151	Other	no	yes	BoneCollectorWagon_Book
0x169	Other	no	yes	Book_Battle_ATT_Alfonso
0x168	Other	no	yes	Book_Battle_DEF_Alfonso
0x16A	Other	no	yes	Book_Battle_EXP_Alfonso
0x16D	Other	no	yes	Book_Beighen_Diary
0x16B	Other	no	yes	Book_DrugFactory
0x162	Other	no	yes	Book_FruitofGreed
0x15C	Other	no	yes	Book_GoldleafGuildhouse_Clue
0x15D	Other	no	yes	Book_GoldleafGuildhouse_Clue_I
0x156	Other	no	yes	Book_Grace_Diary_Journal
0x155	Other	no	yes	Book_Hernand_story
0x16C	Other	no	yes	Book_HyperSpace
0x15B	Other	no	yes	Book_Investigation_GoldleafGuildhouse
0x15E	Other	no	yes	Book_Investigation_Log
0x160	Other	no	yes	Book_Misappropriation_Log
0x163	Other	no	yes	Book_RedfoxTradePost_Questioning
0x164	Other	no	yes	Book_ScholarLibrary_Knowledge_Knowledge_PlateArmor_Helm
0x161	Other	no	yes	Book_TruthontheSand
0x15F	Other	no	yes	Book_WeightOfKnowledge
0x1257	Helm	yes	yes	Bopet_PlateArmor_Helm
0xD5A	Chest	yes	yes	Borman_Fabric_Armor
0xC9A	Chest	yes	yes	Borsehir_Fabric_Armor
0x8D8	Other	no	no	Boss_Hyena_Skevald_Report
0xE20	Chest	yes	yes	Boss_Ludvig_Awakening_Leahter_Armor
0xE4C	Boots	yes	yes	Boss_Ludvig_Awakening_Leather_Boots
0xB1F	Other	no	yes	Boss_Reward_AutomatedIncome
0xB13	Other	no	yes	Boss_Reward_BigMoney
0xB2E	Other	no	no	Boss_Reward_BountyReduction
0xB1B	Other	no	yes	Boss_Reward_CatFishMap
0xB17	Other	no	no	Boss_Reward_DelesyianNode
0xB10	Other	no	no	Boss_Reward_DragonParts
0xB33	Other	no	no	Boss_Reward_Efficiency
0xB1A	Other	no	no	Boss_Reward_FishMap
0xB19	Other	no	no	Boss_Reward_GoldVeinMap
0xB11	Other	no	yes	Boss_Reward_Graymanes
0xB22	Other	no	yes	Boss_Reward_KnowledgeOverview
0xB1C	Other	no	yes	Boss_Reward_KweidenContribution
0xB16	Other	no	yes	Boss_Reward_KweidenNode
0xB15	Other	no	yes	Boss_Reward_LargeStone
0xB14	Other	no	yes	Boss_Reward_LargeWood
0xB2D	Other	no	no	Boss_Reward_MasterThief
0xB30	Other	no	no	Boss_Reward_MerchantKing_GoldleafGuildhouse
0xB32	Other	no	no	Boss_Reward_MerchantKing_SaltroadTradePost
0xB31	Other	no	no	Boss_Reward_MerchantKing_SilvermoonTroll
0xB1E	Other	no	yes	Boss_Reward_MiraculousRecovery
0xB1D	Other	no	no	Boss_Reward_Npc01Intimacy
0xB24	Other	no	yes	Boss_Reward_QuickLearner
0xB34	Other	no	no	Boss_Reward_ReturnCamp
0xB2C	Other	no	yes	Boss_Reward_StatsCrime
0xB21	Other	no	yes	Boss_Reward_StatsMp
0xB20	Other	no	yes	Boss_Reward_StatsStamina
0xB2B	Other	no	no	Boss_Reward_SummonMerchant
0xB18	Other	no	yes	Boss_Reward_Supercarrot
0xB2F	Other	no	no	Boss_Reward_SuperSkill
0xB0F	Other	no	no	Boss_Reward_SuperWeapon
0xB12	Other	no	yes	Boss_Reward_Survivors
0xB23	Other	no	yes	Boss_Reward_Tracker
0xD60	Chest	yes	yes	BountyHunter_Fabric_Armor
0xD61	Chest	yes	yes	BountyHunter_Fabric_Armor_I
0xD62	Chest	yes	yes	BountyHunter_Fabric_Armor_II
0xD63	Chest	yes	yes	BountyHunter_Fabric_Armor_III
0xD64	Chest	yes	yes	BountyHunter_Fabric_Armor_IV
0xD65	Chest	yes	yes	BountyHunter_Fabric_Armor_V
0xD66	Chest	yes	yes	BountyHunter_Fabric_Armor_VI
0xDB2	Boots	yes	yes	BountyHunter_Fabric_Boots_I
0xDC3	Gloves	yes	yes	BountyHunter_Fabric_Gloves_I
0xDE7	Helm	yes	yes	BountyHunter_Fabric_Helm_I
0xDE8	Helm	yes	yes	BountyHunter_Fabric_Helm_II
0x1016	Chest	yes	yes	BountyHunter_Leather_Armor
0x1017	Chest	yes	yes	BountyHunter_Leather_Armor_I
0x1018	Chest	yes	yes	BountyHunter_Leather_Armor_II
0x1019	Chest	yes	yes	BountyHunter_Leather_Armor_III
0x101A	Chest	yes	yes	BountyHunter_Leather_Armor_IV
0x101B	Chest	yes	yes	BountyHunter_Leather_Armor_V
0x101C	Chest	yes	yes	BountyHunter_Leather_Armor_VI
0x101D	Chest	yes	yes	BountyHunter_Leather_Armor_VII
0x101E	Chest	yes	yes	BountyHunter_Leather_Armor_VIII
0xF0D	Boots	yes	yes	BountyHunter_Leather_Boots
0xF0E	Boots	yes	yes	BountyHunter_Leather_Boots_I
0xF8B	Gloves	yes	yes	BountyHunter_Leather_Gloves
0x10C4	Gloves	yes	yes	BountyHunter_Leather_Gloves_I
0x10C5	Gloves	yes	yes	BountyHunter_Leather_Gloves_II
0x10DD	Helm	yes	yes	BountyHunter_Leather_Helm_I
0x10DE	Helm	yes	yes	BountyHunter_Leather_Helm_II
0x11F2	Chest	yes	yes	BountyHunter_Plate_Armor
0x11F3	Chest	yes	yes	BountyHunter_Plate_Armor_I
0x11F4	Chest	yes	yes	BountyHunter_Plate_Armor_II
0x11F5	Chest	yes	yes	BountyHunter_Plate_Armor_III
0x120C	Boots	yes	yes	BountyHunter_Plate_Boots
0x1215	Gloves	yes	yes	BountyHunter_PlateArmor_Gloves_I
0x1137	Helm	yes	yes	BountyHunter_PlateArmor_Helm
0x1138	Helm	yes	yes	BountyHunter_PlateArmor_Helm_I
0x11AD	Helm	yes	yes	BountyHunter_PlateArmor_Helm_II
0x15E2	Other	no	no	Bourgogne_OneHandMace
0x4F1	Other	no	no	Braised_Fish
0x4C8	Other	no	no	Braised_Fish_Large
0x4E2	Other	no	no	Braised_Fish_Medium
0x4B6	Other	no	no	Braised_Fish_Vegetable
0x467	Other	no	no	Braised_Fish_Vegetable_Large
0x48F	Other	no	no	Braised_Fish_Vegetable_Medium
0x43B	Other	no	no	Braised_Fish_Vegetable_XLarge
0x4A2	Other	no	no	Braised_Fish_XLarge
0x4DF	Other	no	no	Braised_Meat
0x49A	Other	no	no	Braised_Meat_Fish
0x449	Other	no	no	Braised_Meat_Fish_Large
0x474	Other	no	no	Braised_Meat_Fish_Medium
0x421	Other	no	no	Braised_Meat_Fish_XLarge
0x4B3	Other	no	no	Braised_Meat_Large
0x4CB	Other	no	no	Braised_Meat_Medium
0x49D	Other	no	no	Braised_Meat_Vegetable
0x44C	Other	no	no	Braised_Meat_Vegetable_Large
0x477	Other	no	no	Braised_Meat_Vegetable_Medium
0x424	Other	no	no	Braised_Meat_Vegetable_XLarge
